Claart,Fecncre,Cant,Clacli,Clatipcli,Numfac
03LG41022,17/04/20,8.0,CUC88,0,ZI026701
03PC10018,17/04/20,87.0,CUC88,0,ZI026701
03POL88,17/04/20,344.0,CUC88,0,ZI026701
03PTR11414,17/04/20,43.2,CUC88,0,ZI026701
01CEMBC,18/04/20,50.0,BLO1703,8,ZI026958
03ANG18112,20/04/20,35.4,MRS2043,0,ZI026751
03SOL316114,20/04/20,88.8,MRS2043,0,ZI026751
04HSI2178,20/04/20,2.0,MRS2043,0,ZI026751
01TB,20/04/20,21.0,OIF59,0,ZI026605
01VAR34,20/04/20,50.0,OIF59,0,ZI026996
03PR17518,21/04/20,3.0,MRS2043,0,ZI027055
01TB,22/04/20,19.0,MRSZI0046,0,ZI026040
01EST1515,25/04/20,86.4,MRSMC01,0,ZI027171
08POL1,25/04/20,10.0,MRSMC01,0,ZI027171
01SON30,28/04/20,9.0,MAS1104,0,ZI027205
06RODLA,28/04/20,40.0,MRS2043,0,ZI027201
01ARM204,29/04/20,15.0,FEED76,0,ZI027210
08CAB12,30/04/20,8.0,MRS2043,0,ZI027304
03K30020,30/04/20,6.0,MRS2043,0,ZI027327
01EST1520,05/02/20,18.6,MRS2043,0,ZI027344
01BLO12,05/04/20,70.0,NESH60,4,ZI027343
01ROB12,05/07/20,24.0,MRS136,3,ZI027164
04HPPB141,05/07/20,500.0,MOSTFETS,0,ZI027505
03LG31020,13/05/20,1.0,FORS75,14,ZI027697
03LG41022,13/05/20,4.0,FORS75,14,ZI027697
03LG31024,13/05/20,7.0,MRS2043,0,ZI027714
01EST1530,15/05/20,28.6,MRS2043,0,ZI027766
01ARM204,15/05/20,1.0,MRS2043,0,ZI027776
03VCUA58,23/05/20,37.8,MRSZI013,8,ZI027871
0613512,25/05/20,470.0,DCA040,0,ZI026432
06PINPRONE30,25/05/20,12.0,DCA040,0,DPQ01855
06TIOON,25/05/20,2.0,DCA040,0,DPQ01855
05NIPIN1,25/05/20,2.0,MRS2043,0,ZI028069
06POLH1,25/05/20,20.0,MRS2043,0,ZI028069
06PINPRONE30,25/05/20,8.0,MRS2043,0,ZI028069
06TIOON,25/05/20,33.0,MRS2043,0,ZI028069
06ALIMCER,25/05/20,2.0,MRS2043,0,ZI028069
01CEMCAZ50,26/05/20,40.0,EAGI80,4,ZI028076
01EST1525,26/05/20,21.6,EAGI80,4,ZI028076
05NIPGCAM3812,28/05/20,1.0,MRS2043,0,ZI028182
03ANG181,06/02/20,7.4,AIRB68,8,ZI028208
03PTR114,06/02/20,16.8,AIRB68,8,ZI028208
01ARM1538,06/05/20,6.0,MRS481,9,ZI028310
08CANALC,06/08/20,1.0,MRS2043,0,ZI028428
08TUBC12PD,06/08/20,1.0,MRS2043,0,ZI028428
01EST1520,06/10/20,71.0,MRS2342,0,ZI028466
05TAPMPVC4,06/10/20,6.0,MRS2043,0,ZI028470
03TM1812,06/10/20,8.8,MRS2043,0,ZI028482
01CEMCAZ50,06/12/20,14.0,REML501,1,ZI028523
01CEMCAZ50,06/12/20,14.0,REML501,1,ZI028524
01CEMCAZ50,06/12/20,3.0,REML501,1,ZI028521
01CEMCAZ50,06/12/20,14.0,REML501,1,ZI028522
01CEMCAZ50,06/12/20,14.0,REML501,1,ZI028525
01CEMCAZ50,06/12/20,14.0,REML501,1,ZI028526
04HCEM,13/06/20,1.0,TTH13,0,ZI028480
06PEB4,13/06/20,1.0,MRS2043,0,ZI028566
01BLO12,15/06/20,400.0,MRS2043,0,ZI028580
01CEMBC,16/06/20,30.0,MRSZI0025,0,ZI028617
01ES,17/06/20,2.0,MRS2043,0,ZI028645
01ALREC,17/06/20,30.0,MRSZI0048,0,ZI028659
05TEEPVC4,24/06/20,1.0,MRS2043,0,ZI028805
05TUBPVCN2,24/06/20,6.0,MRS2043,0,ZI028805
06PEN1,17/06/20,1.0,MRSZI0025,0,ZI028676
04HCEM,18/06/20,1.0,TTH13,0,ZI028481
05LLAN12UN,18/06/20,1.0,MRS2043,0,ZI028703
05TUBGALV51126,22/06/20,10.0,MRS2043,0,ZI028780
01EST1520,23/06/20,19.8,MRS2043,0,ZI028792
05CODPVCH12,24/06/20,2.0,MRS2043,0,ZI028837
05COPPVCH12,24/06/20,10.0,MRS2043,0,ZI028837
05TEEPVCH12,24/06/20,4.0,MRS2043,0,ZI028837
06RUEDD,26/06/20,2.0,MRS2043,0,ZI028887
02ECAG6305,27/06/20,1.0,MRS2043,0,ZI028947
05CE90,29/06/20,1.0,MRS2043,0,ZI028958
03PP30020,07/02/20,53.0,MRS650,0,ZI028906
03TAB33,07/02/20,31.0,MRS650,0,ZI028906
01LAD,07/03/20,220.0,RCO10,0,ZI029111
03POL1010,07/07/20,215.0,MRSMC01,0,ZI029176
03SOL18112,07/07/20,31.0,MRSMC01,0,ZI029176
03PTR214,07/07/20,70.4,MRS2043,0,ZI029135
03POL1010,07/07/20,45.0,MRS2043,0,ZI029199
01CEMBIG,07/09/20,2.0,ZERM90,0,ZI029218
01ARM204,07/11/20,50.0,MRSZI0054,0,ZI029196
01CEMCAZ50,07/11/20,120.0,MRSZI0054,0,ZI029196
01VAR38,07/11/20,50.0,MRSZI0054,0,ZI029196
05PLJLR20,15/07/20,2.0,MRS2043,0,ZI029360
0649221,15/07/20,1.0,MRS2043,0,ZI029360
01EST1530,15/07/20,60.6,MRS2043,0,ZI029390
08TAPPC,16/07/20,5.0,CUC88,0,ZI029391
03101AL18,17/07/20,37.0,MRS2043,0,ZI029420
01ARM204,21/07/20,15.0,MRSMF01,0,ZI029493
08BOT8,24/07/20,6.0,MRS2043,0,ZI029592
01ARM124,25/07/20,2.0,MRS2043,0,ZI029610
04HPPB212,25/07/20,50.0,MRS2043,0,ZI029605
06MACI12150,28/07/20,40.0,MRS1987,8,ZI028927
05TUBGALV12,31/07/20,1.0,MRS2043,0,ZI029750
06PES300T,08/04/20,2.0,MRS2043,0,ZI029827
03PP30020,08/05/20,9.6,LOGD94,8,ZI029873
03PP30020,08/06/20,62.05,LOGD94,8,ZI029887
01ALAM,08/06/20,120.0,JURF73,0,ZI029890
01ALREC,08/06/20,200.0,JURF73,0,ZI029890
03M22520,08/10/20,5.8,MRS2043,0,ZI029944
03PP30020,08/11/20,13.15,LOGD94,8,ZI029976
05TUBPVCN6,08/11/20,18.0,LOGD94,8,ZI029976
03POL66,08/12/20,500.0,LOGD94,8,ZI029909
01TB,13/08/20,3.0,MRSZI0046,0,ZI026040
01CEMBIG,14/08/20,4.0,AACP71,9,ZI030033
01CEMBIG,14/08/20,4.0,AACP71,9,ZI030034
01ALAM,24/08/20,8.0,MRS2043,0,ZI030278
01CEMBIG,25/08/20,2.0,MRSZI0025,0,ZI030288
01ALREC,26/08/20,67.8,MRS4354,3,ZI030222
08CENC1,09/05/20,1.0,MRS2043,0,ZI030552
03TC302,09/05/20,1.0,MRS2043,0,ZI030591
01CAS661,09/10/20,1.0,MRS2043,0,ZI030657
03TC301,15/09/20,4.0,MRSZI1256,0,ZI030841
01ARM1543,24/09/20,10.0,MRS2043,0,ZI031035
05CODPLH,24/09/20,4.0,MRS2043,0,ZI031021
05CONPH12,24/09/20,8.0,MRS2043,0,ZI031021
01BLO15,24/09/20,65.0,MRS2043,0,ZI031036
01EST123,25/09/20,12.3,MRS2043,0,ZI031077
06MANAS230,28/09/20,3.0,MRS2043,0,ZI031134
01CEMCAZ50,28/09/20,10.0,TOGA74,1,ZI031123
03PTR214,30/09/20,17.6,MRS2043,0,ZI031206
01CM,10/12/20,2.0,MRS2043,0,ZI031455
01EST1520,14/10/20,15.0,MARG73,8,ZI031555
01ARM1543,16/10/20,4.0,MRS2043,0,ZI031634
05CODPL34,16/10/20,2.0,MRS2043,0,ZI031640
05CODPL4534,16/10/20,2.0,MRS2043,0,ZI031640
05CODPLU3490,16/10/20,2.0,MRS2043,0,ZI031640
05COPL34,16/10/20,5.0,MRS2043,0,ZI031640
05LLAN34,16/10/20,1.0,MRS2043,0,ZI031640
05TEEPL34,16/10/20,2.0,MRS2043,0,ZI031640
05TUBPL34,16/10/20,11.0,MRS2043,0,ZI031640
03TM181,22/10/20,11.0,MRS2043,0,ZI031778
01EST1520,27/10/20,393.6,MRS2043,0,ZI031913
03PL410316,11/04/20,46.66,LOGF85,0,ZI032087
01ALREC,11/10/20,30.0,TAC1503,0,ZI031790
01CEMCAZ50,11/10/20,20.0,TAC1503,0,ZI031790
01VAR38,11/10/20,20.0,TAC1503,0,ZI031790
06CLA212,11/10/20,5.0,TAC1503,0,ZI031790
05REDGALVB3412,11/12/20,2.0,MRS2043,0,ZI032267
01EST1515,13/11/20,17.8,MRS2043,0,ZI032312
08POL12,14/11/20,100.0,MRS2043,0,ZI032326
02COMST21,20/11/20,1.0,SAZE92,0,ZI032488
03PP25018,26/11/20,12.2,MRS2043,0,ZI032634
03LA10126600,12/02/20,15.0,MRSZI0088,0,ZI032746
04HREM,12/07/20,50.0,BES04,3,ZI032841
05TUBGALV522,12/09/20,25.0,MRS2043,0,ZI032874
04CHPAV,12/10/20,1.0,MRS2043,0,ZI032951
05TAPPL12,12/11/20,30.0,MRS636,8,ZI032993
01EST1515,17/12/20,40.0,MRSZI201,7,ZI033131
08POL1234,17/12/20,20.0,MRS2043,0,ZI033135
01CEMBIG,18/12/20,4.0,AACP71,9,ZI033085
01SON25,18/12/20,3.0,MRSZI046,0,ZI033161
05ABRASF8,19/12/20,2.0,MRS2043,0,ZI033189
05CODPVCH12,19/12/20,1.0,MRS2043,0,ZI033189
05COPPVCH12,19/12/20,1.0,MRS2043,0,ZI033189
05LLAN12UN,19/12/20,2.0,MRS2043,0,ZI033189
06ABRASF10,19/12/20,2.0,MRS2043,0,ZI033189
06113418,26/12/20,100.0,MRS2043,0,ZI033318
06BRF14,26/12/20,1.0,MRS2043,0,ZI033318
04HBISTU12,26/12/20,2.0,MRS2043,0,ZI033328
06LLANFB,28/12/20,1.0,MRS2043,0,ZI033335
03ANG1143,28/12/20,22.5,MRS2043,0,ZI033342
01EST1515,31/05/21,34.6,MRS2043,0,ZI042549
03PP30018,25/02/21,84.0,MRSZI046,0,ZI036869
03PP40018,25/02/21,105.6,MRSZI046,0,ZI036869
05JUEGHH,01/02/21,1.0,MRS2043,0,ZI033499
03LN41014,01/04/21,1.0,LOMM64,1,ZI033568
03TC30114,01/05/21,1.0,MRS2043,0,ZI033601
06REDG140,01/05/21,1.0,MRS2043,0,ZI033601
03PP40018,01/05/21,70.4,LOMM64,1,ZI033588
06TAQ14,01/07/21,40.0,MRSZI046,0,ZI033674
03103TS18,01/07/21,33.6,MRSZI046,0,ZI033754
03ANG182,01/08/21,30.8,MRS2043,0,ZI033868
03LA10126400,01/08/21,3.0,MRSZI046,0,ZI033822
01ARM124,01/08/21,2.0,MRSZI046,0,ZI033865
01CEMCAZ50,01/09/21,17.0,TAC1503,0,ZI033195
01ALAM,01/09/21,60.0,TAC1503,0,ZI033231
05YEEPVCR42,01/09/21,1.0,MRS2043,0,ZI033931
01BAB1030,01/09/21,40.0,MRS2043,0,ZI033945
01ARE,01/11/21,1.0,MRS2043,0,ZI033994
01COMB34,01/11/21,1.0,MRS2043,0,ZI033994
06R031,01/11/21,12.0,MRS2043,0,ZI034022
03LG31026,01/12/21,1.0,CRA00,1,ZI034003
03LN310163,14/01/21,5.0,MAR03,1,ZI034196
03LN41016,14/01/21,5.0,MAR03,1,ZI034196
03ANG18114,16/01/21,14.4,MRSZI046,0,ZI034240
04CAZ2,16/01/21,24.0,MRSZI046,0,ZI034240
04REM1838,16/01/21,100.0,MRSZI046,0,ZI034240
01ALREC,16/01/21,3.0,MOSTMAT,0,ZI034261
04REM1838,18/01/21,100.0,MOSTMAT,0,ZI034309
01ARM204,19/01/21,3.0,MRSZI046,0,ZI034167
06MACI10175,21/01/21,60.0,LOGD94,8,ZI034286
06CLA212,21/01/21,10.4,OIOA63,9,ZI034589
03121CH18,22/01/21,8.0,MRSZI046,0,ZI034684
03127TDC20,22/01/21,17.2,MRSZI046,0,ZI034680
04CHPAV,23/01/21,1.0,MRSZI046,0,ZI034740
03PTR3316,25/01/21,183.0,TTS901,1,ZI033153
03127TDC18,26/01/21,5.6,MRSZI046,0,ZI034840
06CMO2158,27/01/21,10.0,MRS2043,0,ZI034966
0615418,27/01/21,1.0,MRS2043,0,ZI034973
04HSO13332,27/01/21,7.0,MRSZI046,0,ZI034984
0648222,27/01/21,1.0,MRS2043,0,ZI035007
01CEMCAZ50,29/01/21,1.0,MRS2043,0,ZI035036
01VAR38,29/01/21,5.0,MRS2043,0,ZI035036
03TM21218,29/01/21,12.0,MRS2043,0,ZI035123
05LLAEROSR,30/01/21,1.0,MRS2286,0,ZI035140
01BLO15,30/01/21,100.0,MRS2043,0,ZI035142
03M22518,02/01/21,7.6,MRSZI046,0,ZI035163
03VCUA12,02/01/21,14.0,TIRJ86,0,ZI035165
04DISCAU778,02/01/21,10.0,TIRJ86,0,ZI035165
03TAB310T,02/01/21,61.2,TIRJ86,0,ZI035165
01MALSOL10,02/02/21,12.5,MOQR63,1,ZI035212
05TUBCPV12,02/02/21,12.2,MRS2043,0,ZI035291
06MACI12175,02/02/21,20.0,MRS2043,0,ZI035341
01ARM124,02/04/21,30.0,MRSZI046,0,ZI035444
06VC0402,02/12/21,2.0,MRS2043,0,ZI036045
04HCRT,02/04/21,2.0,MRS2043,0,ZI035537
06TAQ3814,02/05/21,6.0,MRSZI046,0,ZI035544
03116CHCE,02/05/21,8.6,MRS2043,0,ZI035608
06BRC3812,02/05/21,1.0,MRS2043,0,ZI035608
01VAR38,02/05/21,40.0,MRS2043,0,ZI035608
04CT5360,02/06/21,1.0,MRS2043,0,ZI035620
01ALAM,02/06/21,100.0,MRSZI0042,0,ZI035561
01ALREC,02/06/21,50.0,MRSZI0042,0,ZI035561
01VAR112,02/06/21,5.0,MRSZI0042,0,ZI035561
01VAR38,02/06/21,50.0,MRSZI0042,0,ZI035561
03LG41020,02/06/21,2.0,MRSZI0042,0,ZI035561
01ARM124,02/06/21,6.0,MRSZI046,0,ZI035631
05PEGAD500,02/08/21,1.0,MRS2043,0,ZI035696
03POL44,02/08/21,210.0,MRSZI046,0,ZI035668
01CEMCAZ50,02/09/21,40.0,MRSZI026,8,ZI035461
01BLO15,02/09/21,120.0,MRS2043,0,ZI035832
05LAVB,02/10/21,1.0,MRS2043,0,ZI035839
03VCUA12,02/10/21,7.0,MRS2043,0,ZI035917
03PC10018,02/11/21,5.8,MRSZI046,0,ZI035897
03PP20018,02/11/21,11.6,MRSZI046,0,ZI035942
04HCOMBO,02/12/21,1.0,MRS2043,0,ZI035905
03TM1834,02/12/21,3.2,MEPJ79,0,ZI036041
05COPPVCH2,13/02/21,10.0,MRS2043,0,ZI036156
05TPVC402,13/02/21,2.0,MRS2043,0,ZI036156
06CLA4,13/02/21,4.0,MRSZI0096,0,ZI035775
03PR20018,15/02/21,21.5,MRSZI046,0,ZI035998
01EST1525,15/02/21,54.0,RUTR7,0,ZI036176
04HDILA,15/02/21,3.0,MRS31,3,ZI036199
03PERC050,16/02/21,11.2,MRSZI046,0,ZI036208
01BLO10,17/02/21,1.0,MRS2434,0,ZI036315
03TM21218,17/02/21,12.0,VIZM61,1,ZI036334
01COMB34,17/02/21,3.0,MRS2043,0,ZI036376
03SOL14112,17/02/21,12.0,MRS2043,0,ZI036380
03ANG181,18/02/21,59.2,SAK96,4,ZI034977
03PC10018,18/02/21,40.6,SAK96,4,ZI034977
03PC12518,18/02/21,36.0,SAK96,4,ZI034977
03PC7518,18/02/21,33.6,SAK96,4,ZI034977
03SOL1812,18/02/21,10.0,SAK96,4,ZI034977
03SOL1834,18/02/21,30.0,SAK96,4,ZI034977
04HDCM14,18/02/21,8.0,SAK96,4,ZI034977
04HDDC412,18/02/21,15.0,SAK96,4,ZI034977
04HSI2176,18/02/21,13.92,SAK96,4,ZI034977
0623974,18/02/21,1.0,SAK96,4,ZI034977
03PC20018,18/02/21,34.8,SAK96,4,ZI033809
03PERC050,18/02/21,28.0,SAK96,4,ZI033809
03SOL181,18/02/21,40.0,SAK96,4,ZI033809
04HSO13332,18/02/21,1.1,SAK96,4,ZI033809
03ANG1834,18/02/21,56.0,SAK96,4,ZI033809
03PC10018,18/02/21,87.0,SAK96,4,ZI033809
01EST1515,20/02/21,50.0,MRSZI0096,0,ZI036365
01YEM,20/02/21,45.0,MRS1987,8,ZI036453
03M22520,20/02/21,11.6,MRSZI046,0,ZI036448
01CAL,22/02/21,1.0,MRSZI046,0,ZI036601
03SOL1812,24/02/21,8.0,MRSZI046,0,ZI036662
03122ES18,24/02/21,22.8,MRSZI046,0,ZI036707
0612974,25/02/21,1.0,MRS2043,0,ZI036881
01MALSOL6,26/02/21,8.0,MRSZI046,0,ZI036890
03PC15018,27/02/21,13.0,OOFP82,14,ZI036995
03ANG18112,27/02/21,11.8,EARJ69,3,ZI036994
03PC15018,27/02/21,42.9,OOFP82,14,ZI036989
03103TS18,03/01/21,8.4,MRSZI046,0,ZI036935
01VAR38,03/01/21,10.0,MRSZI046,0,ZI037049
03PR12520,03/01/21,10.8,MRSZI030,8,ZI036977
04HPPB14112,03/01/21,500.0,MRS2043,0,ZI037186
02EPP6305,03/01/21,1.0,MRS2043,0,ZI037186
05VALPVCER2,03/05/21,2.0,MRS2043,0,ZI037482
06PEGAMM,03/06/21,1.0,MRS993,0,ZI037532
03POL36,03/06/21,53.57,MRS650,0,ZI029197
03TM1834,03/08/21,48.0,MRS2043,0,ZI037610
0646279,03/08/21,6.0,MRS2043,0,ZI037680
03VCAR12,03/09/21,7.7,MRSZI046,0,ZI037715
05CUECER,03/09/21,1.0,MRS2043,0,ZI037749
03MDFE27,03/11/21,1.0,MRS2043,0,ZI037908
01VAR38,03/11/21,50.0,MRSZI1235,0,ZI037673
03LN41018,03/12/21,1.0,MRS2043,0,ZI037950
08POL12,03/12/21,50.0,MRS2043,0,ZI037982
08BICG115,03/12/21,15.0,MRS2043,0,ZI037968
03DUDO20,17/03/21,9.6,MRSZI046,0,ZI038184
03PR40018,18/03/21,15.8,OOFP82,14,ZI038205
03ANG18112,18/03/21,5.9,MRS295,14,ZI038266
03PC7518,19/03/21,37.8,MRS2043,0,ZI038344
03PC15018,19/03/21,8.6,MRS2043,0,ZI038396
01CEMBIG,25/03/21,1.93,CARA65,0,ZI026986
0848133,25/03/21,1.0,MRS2043,0,ZI038750
08CON48135,25/03/21,4.0,MRS2043,0,ZI038750
08TORC14112,26/03/21,45.0,MRS2043,0,ZI038788
01EST1520,26/03/21,21.6,MRS379,9,ZI038812
01VAR38,30/03/21,8.0,AEEM87,0,ZI038961
05BRIDFM,30/03/21,1.0,MRS2043,0,ZI039033
03LA10126600,31/03/21,1.0,MRS2043,0,ZI039119
03PTR32C14,31/03/21,22.0,MRS2043,0,ZI039119
03TC301,04/01/21,1.0,MRSZI046,0,ZI038973
03TM181,04/01/21,4.4,MRSZI046,0,ZI038973
03TM181,04/01/21,2.2,MRSZI046,0,ZI039124
03TC3031,04/01/21,1.0,MRSZI046,0,ZI039124
03POL88,04/01/21,211.0,MRS2043,0,ZI039141
03TM18112,04/01/21,6.6,MRSZI046,0,ZI039130
03127TDC20,04/01/21,17.2,MRS2043,0,ZI039154
03PP20018,04/06/21,11.4,MRSZI046,0,ZI039316
02ECAG4305,04/08/21,15.0,MRSZI046,0,ZI039442
02EPG4305,04/08/21,10.0,MRSZI046,0,ZI039442
04CHACH,04/09/21,2.0,MRSZI046,0,ZI039505
03PTR114,04/09/21,16.8,MRSZI046,0,ZI039599
03TC301,13/04/21,4.95,CASM88,1,ZI039740
01BAB1030,13/04/21,4000.0,MRSZI0046,0,ZI030165
03LG31020,14/04/21,2.0,MRSZI0114,0,ZI039748
03LN41016,14/04/21,1.0,MRSZI0114,0,ZI039748
01CEMMCA50,13/04/21,10.0,MRSZI0046,0,ZI030681
03TC301,13/04/21,0.05,MRS2043,0,ZI039802
05CONPL12,14/04/21,1.0,MRS2043,0,ZI039807
01ES,15/04/21,2.0,MRS2434,0,ZI039792
05CODCP9034,15/04/21,20.0,MRS2434,0,ZI039792
0846986,15/04/21,4.0,AAL06,0,ZI039341
08CUR312,15/04/21,80.0,AAL06,0,ZI039341
04HRG3,15/04/21,2.0,MRSZI046,0,ZI039871
03TAB310T,15/04/21,20.4,MRSZI046,0,ZI039879
03LAP10126550,15/04/21,13.0,ASO15,0,ZI038653
05TAPPL12,15/04/21,2.0,MRS2043,0,ZI039936
03121CH18,15/04/21,8.0,MRSZI046,0,ZI039906
03PP20020,15/04/21,17.2,MRSZI046,0,ZI039956
0611915,15/04/21,1.0,MRS2043,0,ZI039965
06TP120LT,16/04/21,2.0,MRS2043,0,ZI039935
01BLO12,16/04/21,35.0,MRS2043,0,ZI040013
03TM18112,17/04/21,14.0,MRS2043,0,ZI040083
03TM182,17/04/21,18.8,MRS2043,0,ZI040083
01BAB1030,17/04/21,20.0,MRSZI046,0,ZI040038
03101AL18,19/04/21,14.8,MRS2043,0,ZI040181
03PP10020,19/04/21,6.2,MRS2043,0,ZI040181
03PR22520,19/04/21,6.6,MRS2043,0,ZI040181
01EST1515,20/04/21,16.0,MRS644,14,ZI040088
03TM182,20/04/21,94.0,TTS901,1,ZI040179
01EST1515,21/04/21,25.0,MRSZI046,0,ZI039814
03P10018,23/04/21,8.0,MRSZI046,0,ZI040384
06CLA2,24/04/21,25.0,MRSZI046,0,ZI040488
05ADAPHC12,24/04/21,3.0,MRS2043,0,ZI040502
05ADAPMC12,24/04/21,6.0,MRS2043,0,ZI040502
05COD4S2,24/04/21,1.0,MRS2043,0,ZI040502
05CODCP9012,24/04/21,10.0,MRS2043,0,ZI040502
05COPCP12,24/04/21,10.0,MRS2043,0,ZI040502
05TEECPVCC12,24/04/21,5.0,MRS2043,0,ZI040502
05TUBCPV12,24/04/21,61.0,MRS2043,0,ZI040502
03ANG18112,26/04/21,5.9,MOQR63,1,ZI040499
03SOL141211,27/04/21,3.8,MRSZI046,0,ZI040579
04BISA112,27/04/21,2.0,MRSZI046,0,ZI040579
05TUBPVCAC10,29/04/21,1.0,MRS2157,0,ZI040239
03SOL316112,29/04/21,13.5,MRSZI046,0,ZI040718
0644242,29/04/21,1.0,MRS2043,0,ZI040781
06MANAS230,29/04/21,2.9,MRS2043,0,ZI040781
01EST1520,30/04/21,15.0,MRSZI090,0,ZI040811
01CEMBIG,05/03/21,2.0,CARF94,0,ZI040848
03PTR32C14,05/04/21,22.0,MRSZI0114,0,ZI040894
01ALREC,05/06/21,71.2,TOGA74,1,ZI041047
03PTR3314,05/06/21,34.0,OEMC74,0,ZI040928
03PTR3314,05/06/21,5.9,OEMC74,0,ZI041094
05CDH11245,05/06/21,10.0,BITL77,4,ZI041012
01CEMCAZ50,05/08/21,1.0,MRS2043,0,ZI041218
01EST1525,05/10/21,10.0,MRSZI0014,0,ZI041207
01BAB15,05/10/21,6.0,OEMI,1,ZI041254
03PTR114,05/11/21,8.4,MRSZI026,8,ZI041290
03VRED12,05/11/21,6.4,MRSZI026,8,ZI041290
03PC10018,05/11/21,5.8,CERE89,1,ZI041303
03PR22518,05/11/21,33.6,MRS2043,0,ZI041373
05TEEPVC4,05/12/21,1.0,MRS2043,0,ZI041428
03PP40018,05/12/21,14.0,MRS2043,0,ZI041443
03P10018,05/12/21,8.0,MRS2043,0,ZI041449
03ANG1834,13/05/21,28.0,SAK96,4,ZI039687
03PC10018,13/05/21,29.0,SAK96,4,ZI039687
03PERC050,13/05/21,22.4,SAK96,4,ZI039687
03SOL1834,13/05/21,18.0,SAK96,4,ZI039687
03PC7518,13/05/21,16.8,SAK96,4,ZI040694
03SOL181,13/05/21,36.0,SAK96,4,ZI040694
03SOL1834,13/05/21,12.0,SAK96,4,ZI040694
04HSI2176,13/05/21,0.55,SAK96,4,ZI040694
03ANG181,13/05/21,37.0,SAK96,4,ZI040694
03PC10018,13/05/21,23.2,SAK96,4,ZI040694
03PC15018,13/05/21,34.4,SAK96,4,ZI040694
01CEMCAZ50,13/05/21,1.0,MRSZI046,0,ZI041450
05CONIN34,14/05/21,2.0,MRS2043,0,ZI041542
05MULCVETU,14/05/21,1.0,MRS2043,0,ZI041542
03VRED12,14/05/21,12.8,MRSZI046,0,ZI041521
01ARM123,15/05/21,9.0,MRS2043,0,ZI041590
03PL410316,17/05/21,280.0,TTS901,1,ZI040179
01CEMCAZ50,20/05/21,1.0,MRSZI046,0,ZI041906
03TAB33,22/05/21,12.4,MRSZI046,0,ZI041967
06CLA2,22/05/21,3.0,MRS2043,0,ZI042107
03POL88,24/05/21,86.4,MRS2378,0,ZI040328
GTRAS,24/05/21,1.0,MRS2378,0,ZI040328
05COFG381,24/05/21,1.0,MRS2043,0,ZI042163
03R249C18,25/05/21,102.6,MRSZI046,0,ZI042158
03POL66,27/05/21,50.0,FAL03,4,ZI041899
05CODPVCH3445,28/05/21,5.0,MRS2043,0,ZI042445
05CODPVCH3490,28/05/21,15.0,MRS2043,0,ZI042445
05COPPVCH34,28/05/21,15.0,MRS2043,0,ZI042445
05TUBPVCHA34,28/05/21,17.0,MRS2043,0,ZI042445
03k30018,29/05/21,16.0,MRS2043,0,ZI042414
03LN31018,29/05/21,2.0,MRSZI046,0,ZI042497
05CODPVC445,31/05/21,1.0,MRS2043,0,ZI042586
05CODPVC490,31/05/21,1.0,MRS2043,0,ZI042586
05TEEPVC42,31/05/21,1.0,MRS2043,0,ZI042586
05YEEPVC4,31/05/21,3.0,MRS2043,0,ZI042586
03PTR32C14,06/01/21,22.0,MRS2043,0,ZI042667
01EST1515,06/01/21,19.0,MRS2043,0,ZI042680
03PR20020,06/02/21,12.8,MRS2043,0,ZI042695
01ARM1543,06/03/21,10.0,MRSZI046,0,ZI042790
05NIPPI2,06/03/21,1.0,MRS2043,0,ZI042794
06CLA212,06/03/21,3.0,MRSZI0035,0,ZI042797
05ADAPMPVH112,06/05/21,3.0,MRS2043,0,ZI042932
05CODPVH4011290,06/05/21,10.0,MRS2043,0,ZI042932
05RBPH1121,06/05/21,1.0,MRS2043,0,ZI042932
05TEEPVCH112,06/05/21,1.0,MRS2043,0,ZI042932
05TG112,06/05/21,1.0,MRS2043,0,ZI042932
05TPVCHC112,06/05/21,4.0,MRS2043,0,ZI042932
05TUBCPV12,06/05/21,48.8,MRS2043,0,ZI042932
05REGUS,06/04/21,1.0,MRS2043,0,ZI042880
04PAS4,06/04/21,2.0,MRSZI046,0,ZI042817
03PR20020,06/05/21,6.4,MRSZI046,0,ZI042898
03121CH18,06/05/21,16.0,CASM88,1,ZI042902
04HDD412,06/08/21,6.0,MRS2043,0,ZI043088
03SOL1812,06/08/21,2.0,EARC55,0,ZI043041
06MACI1051,06/08/21,6.0,VIZM61,1,ZI043053
01MALSOL10,06/09/21,3.75,MRS2043,0,ZI043178
03VCAR12,06/09/21,30.8,MRS2043,0,ZI043178
04PRR5,06/09/21,1.0,MRS2043,0,ZI043178
06YESKG,06/11/21,10.0,MRSZI046,0,ZI043309
01SON20,06/12/21,6.0,MRS1987,8,ZI042787
01TAR,14/06/21,6.0,MRSZI0087,0,ZI032412
03M22520,14/06/21,5.8,EAMF78,1,ZI043377
05CONPL12,16/06/21,6.0,GVR99,0,ZI043453
0610068,16/06/21,1.0,GVR99,0,ZI043453
03VRED12,16/06/21,3.8,MEPJ79,0,ZI043210
03VRED12,16/06/21,2.6,MRS2043,0,ZI043627
01EST1525,17/06/21,0.7,MRS2043,0,ZI043655
03POL66,17/06/21,25.0,FAL03,4,ZI042971
03LN31022,22/06/21,2.0,SAP61,3,ZI043931
03LN41022,22/06/21,2.0,SAP61,3,ZI043931
03M22520Z,23/06/21,17.4,PECJ96,14,ZI044002
