"Claart","Desart","iva","Costo","CosPro","Ex","Min","Max","Clauni","Numcla","Clalin","Clapro","imp2","Estado","DescMax","BarCode","FecAltart","FecUltCom","FecUltven","AcuMon","Acucan","Peso","Precios","claubi","Equivale","poraum","descuenta","presenta","obsart","depto","despa","monfon","poruti","flete","fraccion","feccam","descuento","feccampre","Volumen","barcja","barpza","unitar","barfar","negar","especial","claalt","feccad","ubicacion","unaen","fecbaj","frical","claproser","claunidsat","clafam","pteorico","numuser","nusermod","objimp"
"01TARCED","Tarima Cementera Dañada","16","100","100","426","0","0","5","0","0","MRS53","0","yes","0","","03/09/18","10/09/21","","0","0","0","154.66667","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","24112700","H87","0","0","0","0","02"
"01TARFLE","Tarimas (Fletera)","16","240","144.05947","208","0","0","5","0","0","SAGJ68","0","yes","0","","17/11/16","31/12/22","","0","0","0","371.2","0","0","0","yes","","","no","no","0","0","0","no","31/12/22","0","","0","000000","","0","","no","no","","","","","","no","24112700","H87","0","0","0","0","02"
"01TARMED","Tarima Mecanizada Dañada","16","45","45","157","0","0","5","0","0","MRS53","0","yes","0","","30/10/18","10/09/21","","0","0","0","69.6","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","24112700","H87","0","0","0","0","02"
"01TARPLAS","Tarima Plastica","16","215.52","215.52","20","0","0","5","0","0","","0","yes","0","","11/05/21","11/05/21","","0","0","0","333.34","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","24112700","H87","0","0","0","0","02"
"01TARVIA","Tarima venta","16","150","140.47619","0","0","0","5","0","0","","0","yes","0","","10/04/21","10/04/21","","0","0","0","232","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","95131500","H87","0","0","0","0","02"
"01TB","Tarima Mecanizada","16","45","45","144","0","0","5","0","0","MRS53","0","yes","0","","30/09/16","31/07/23","","-128.97","-13","0","69.6","0","0","0","yes","","","no","no","0","0","0","no","15/10/21","0","","0","000000","","0","","no","no","","","","","","no","24112700","H87","0","0","0","0","02"
"01TBS","Tarima Santa Clara","16","53","53","54","0","0","5","0","0","","0","yes","0","","02/10/17","12/10/20","","0","0","0","81.97333","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","24112700","H87","0","0","0","0","02"
"01TC50","Tina p/cuajada cap.50 lts","16","7995.4","7995.4","0","0","0","5","0","0","PERF85","0","yes","0","","28/11/16","28/11/16","","0","0","0","12366.21867","0","0","0","yes","","","no","no","0","0","0","no","28/11/16","0","","0","000000","","0","","no","no","","","","","","no","24112004","H87","0","0","0","0","02"
"01TD100","Tina doble fondo acero inox cap. 100 lt","16","12615","12615","0","0","0","5","0","0","PERF85","0","yes","0","","12/10/16","13/10/16","","0","0","0","19511.2","0","0","0","yes","","","no","no","0","0","0","no","13/10/16","0","","0","000000","","0","","no","no","","","","","","no","24112204","H87","0","0","0","0","02"
"01TEJMC30","Teja media caña 30cm","16","4.59","4.59","0","0","0","5","0","0","LME56","0","yes","0","","30/09/20","17/06/21","","0","0","0","7.0992","1","0","0","yes","","","no","no","0","0","0","no","17/06/21","0","","0","","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TEJPCH","Teja portugesa chocolate esm","16","22.3762","22.3762","0","0","0","5","0","0","","0","yes","0","","01/06/12","20/12/18","","0","0","0","34.60852","1","0","0","no","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TEJPE","Teja portug cajeta esm","16","20.7252","20.7252","0","0","0","5","0","0","","0","yes","0","","01/06/12","20/12/18","","-24.57","-25","0","32.05498","1","0","0","yes","","","no","no","0","0","0","no","30/01/15","0","","0","000000","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TEJPR","Teja portugesa roja","16","18.54","18.54868","19","0","0","5","0","0","LME56","0","yes","0","","01/06/12","30/05/22","","-30.59","-424","0","28.6752","1","0","0","yes","","","no","no","0","0","0","no","30/05/22","0","","0","000000","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TEJR","Teja res color rojo  .60 X 1.03","16","39.3041","39.3041","0","0","0","5","0","0","","0","yes","0","","01/06/12","20/12/18","","0","0","0","60.79034","1","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TEJSN","Teja danesa roja","16","19.56248","19.56248","0","0","0","5","0","0","LME56","0","yes","0","","11/08/14","17/12/22","","-25","-55","0","30.25664","0","0","0","yes","","","no","no","0","0","0","no","17/12/22","0","","0","","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TEP","Tepetate","16","137.93","137.93","0","0","0","9","0","0","OESM9709038W6","0","yes","0","","01/06/12","11/03/22","","-909.48","-49","0","213.33173","1","0","0","yes","","","no","no","0","0","0","no","11/03/22","0","","0","000000","","0","","no","no","","","","","","no","11111500","MTQ","0","0","0","0","02"
"01TER","Termometros digitales impermeables -40 a 230 C","16","435.68","435.68","0","0","0","5","0","0","PERF85","0","yes","0","","12/10/16","28/11/16","","0","0","0","673.85173","0","0","0","yes","","","no","no","0","0","0","no","28/11/16","0","","0","000000","","0","","no","no","","","","","","no","41112213","H87","0","0","0","0","02"
"01TES","Teja esparta 38 cm","16","12.34568","12.34502","997","1150","1150","5","0","0","LME56","0","yes","0","","24/05/13","05/11/22","","-36.64","-95","0","23.5","0","0","0","yes","","","no","no","0","0","0","no","05/11/22","0","","690","000000","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TESA","Teja santorini","16","7.5854","7.5854","659","0","0","5","0","0","LME56","0","yes","0","","22/06/22","01/10/22","","0","0","0","11.73209","0","0","0","yes","","","no","no","0","0","0","no","01/10/22","0","","0","","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01THOLC","Teja holandesa cafe","16","7.95","7.95","0","0","0","5","0","0","","0","yes","0","","20/12/18","20/12/18","","0","0","0","12.296","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01THOLR","Teja holandesa roja","16","7.9543","7.9543","0","0","0","5","0","0","","0","yes","0","","01/06/12","20/12/18","","0","0","0","12.30265","1","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TI","Insercion Tee 16mm","0","2.325","2.325","0","0","0","5","0","0","","0","yes","0","","16/11/15","06/04/21","","0","0","0","3.1","0","0","0","yes","","","no","no","0","0","0","no","30/12/16","0","","0","000000","","0","","no","no","","","","","","no","40174612","H87","0","0","0","0","02"
"01TIRUNI","Tirol Uniramic 20 kgs","16","68.104","68.104","5","0","0","5","0","0","MRS53","0","yes","0","","22/12/20","03/06/22","","0","0","0","105.33419","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30111601","H87","0","0","0","0","02"
"01TJESPCAJ","Teja Esparta Esmaltada Cajeta","16","11.94","11.94","0","0","0","5","0","0","","0","yes","0","","20/12/18","20/12/18","","0","0","0","18.4672","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30151512","H87","0","0","0","0","02"
"01TM1335","Tabla madera1x3 de 3.5 mt","16","66","66","0","0","0","5","0","0","TEBL63","0","yes","0","","21/10/16","10/12/16","","0","0","0","102.08","0","0","0","yes","","","no","no","0","0","0","no","10/12/16","0","","0","000000","","0","","no","no","","","","","","no","30103605","H87","0","0","0","0","02"
"01TM1836","Tablon madera 1x8 de 3.6mts","16","120","120","0","0","0","5","0","0","SAOJU78","0","yes","0","","29/11/13","21/09/16","","-300","-32","0","185.6","0","0","0","yes","","","no","no","0","0","0","no","21/09/16","0","","0","000000","","0","","no","no","","","","","","no","30103605","H87","0","0","0","0","02"
"01TM188","Tabla de madera 1x8x8","16","150.86207","150.86207","0","0","0","5","0","0","TEBL63","0","yes","0","","28/10/22","29/10/22","","0","0","0","233.33333","0","0","0","yes","","","no","no","0","0","0","no","29/10/22","0","","0","","","0","","no","no","","","","","","no","30103607","H87","0","0","0","0","02"
"01TONCEM","Ton. Cemento Gris CPC30 en Saco 50 Kgs","16","0","0","0","0","0","6","0","0","","0","yes","0","","25/10/16","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","yes","","","","","","no","30111601","TNE","0","0","0","0","02"
"01TP","Tarimas paquetes","16","120","120","0","0","0","5","0","0","","0","yes","0","","22/09/16","31/03/19","","0","0","0","185.6","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","24112700","H87","0","0","0","0","02"
"01TR","Triplay 2.40x1.20x12mm","16","400","400","0","0","0","5","0","0","IFN03","0","yes","0","","01/06/12","02/09/17","","0","0","0","618.66667","1","0","0","no","","","no","no","0","0","0","no","02/09/17","0","","0","","","0","","no","no","","","","","","no","11121600","H87","0","0","0","0","02"
"01TR1035","Travesaño madera (1 x 4 x 3.5 mt)","16","52","52","0","0","0","5","0","0","RE7804","0","yes","0","","22/10/15","10/03/16","","0","0","0","80.42667","0","0","0","yes","","","no","no","0","0","0","no","10/03/16","0","","0","000000","","0","","no","no","","","","","","no","30103601","H87","0","0","0","0","02"
"01TRIPL58","Triplay 5/8 1.22x2.44","16","417.39429","417.39429","0","0","0","5","0","0","IFN03","0","yes","0","","19/01/13","18/07/17","","0","0","0","645.56984","0","0","0","yes","","","no","no","0","0","0","no","18/07/17","0","","0","000000","","0","","no","no","","","","","","no","11121600","H87","0","0","0","0","02"
"01TRPI","Triplay 4x8 1/2","16","771.552","771.552","0","0","0","5","0","0","TEBL63","0","yes","0","","15/08/14","12/02/22","","0","0","0","1193.33376","0","0","0","yes","","","no","no","0","0","0","no","12/02/22","0","","0","","","0","","no","no","","","","","","no","11121600","H87","0","0","0","0","02"
"01TRPIA","Triplay 16mm p/cimbra","16","500","500","0","0","0","5","0","0","","0","yes","0","","06/11/14","23/09/20","","-410.34","-2","0","773.33333","0","0","0","yes","","","no","no","0","0","0","no","06/11/14","0","","0","000000","","0","","no","no","","","","","","no","11121600","H87","0","0","0","0","02"
"01TRPIA34","Triplay 4x8 3/4","16","672.42","672.42","0","0","0","5","0","0","TEBL63","0","yes","0","","21/11/14","01/09/20","","0","0","0","975.009","0","0","0","yes","","","no","no","0","0","0","no","01/09/20","0","","0","","","0","","no","no","","","","","","no","11121600","H87","0","0","0","0","02"
"01TT","Tela tipo tusor","16","39.846","39.846","0","0","0","5","0","0","PERF85","0","yes","0","","12/10/16","13/10/16","","0","0","0","61.62848","0","0","0","yes","","","no","no","0","0","0","no","13/10/16","0","","0","000000","","0","","no","no","","","","","","no","11161500","H87","0","0","0","0","02"
"01TU16","Tubo pe/bd 16 mm","0","4","4","343","0","0","5","0","0","","0","yes","0","","06/10/15","31/03/19","","0","0","0","5.33333","0","0","0","yes","","","no","no","0","0","0","no","25/01/17","0","","0","000000","","0","","no","no","","","","","","no","40141734","H87","0","0","0","0","02"
"01UB25","Uniblock blanco 25 kg","16","69.25","69.25","0","0","0","5","0","0","UNI74","0","yes","0","","01/06/12","08/07/17","","-4747.49","-562","0","107.10667","1","0","0","yes","","","no","no","0","0","0","no","24/06/15","0","","0","000000","","0","","no","no","","","","","","no","31201600","H87","0","0","0","0","02"
"01UB40","Uniblock E 40 KG Blanco","16","114","115.85484","546","35","280","5","0","0","UNI74","0","yes","0","","13/02/23","29/07/23","","-645.69","-62","0","190","0","0","0","yes","","","no","no","0","0","0","no","29/07/23","0","","40.33333","000000","","0","","no","no","","","","","","no","31201600","H87","0","0","0","0","02"
"01UBA","Uniblock adhesivo 20kg","16","63.6","63.82482","171","0","0","5","0","0","UNI74","0","yes","0","","01/06/12","29/07/23","","-7219.83","-1129.66","0","111","1","0","0","yes","","","no","no","0","0","0","no","29/07/23","0","","0","000000","","0","","no","no","","","","","","no","31201600","H87","0","0","0","0","02"
"01V120","Ventana fierro 1.20x.80 c/vidrio","16","650","650","0","0","0","5","0","0","HESA76","0","yes","0","","21/10/16","21/10/16","","0","0","0","1005.33333","0","0","0","yes","","","no","no","0","0","0","no","21/10/16","0","","0","000000","","0","","no","no","","","","","","no","30171600","H87","0","0","0","0","02"
"01V12080","Ventana perfil 1.20x.80 cm","16","0","0","0","0","0","5","0","0","LEHF74","0","yes","0","","27/02/17","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","30102300","H87","0","0","0","0","02"
"01VAL","Mini Valvula de insercion inicial con goma 16mm","0","14","13.67598","0","0","0","5","0","0","YIRJ75","0","yes","0","","16/11/15","16/12/16","","0","0","0","18.66667","0","0","0","yes","","","no","no","0","0","0","no","16/12/16","0","","0","000000","","0","","no","no","","","","","","no","40141734","H87","0","0","0","0","02"
"01VAR1","Varilla corr 1 x 12m","16","906.1888","918.01776","1","14","14","5","0","0","MRS53","0","yes","0","","01/06/12","20/07/23","","-12300.93","-306","0","1108.2","1","0","0","yes","","","no","no","0","0","0","no","19/01/22","0","","4","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR112","Varilla corr 1/2 x 12m","16","168.7387","168.7387","388","14","329","5","0","0","MRS53","0","yes","0","","01/06/12","31/10/23","","-45973.2","-8142.3","0","260.98252","1","0","0","yes","","","no","no","0","0","0","no","06/09/23","0","","39.84615","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR112R","Varilla corr 1/2 x 12m Recta","16","181.76923","181.58326","1064","7","560","5","0","0","DEA710","0","yes","0","","25/05/18","03/11/23","","-1775.94","-628","0","281.13641","0","0","0","yes","","","no","no","0","0","0","no","03/11/23","0","","50","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR12","Varilla Corr 1 1/2 x 12m","16","107.5431","107.5431","0","0","0","5","0","0","DEA710","0","yes","0","","01/06/12","14/09/13","","0","0","0","166.33333","1","0","0","no","","","no","no","0","0","0","no","14/09/13","0","","0","","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR14","Varilla corr tec 1/4","16","0","0","0","0","0","5","0","0","DEA710","0","yes","0","","01/06/12","","","0","0","0","0","1","0","0","no","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR1R","Varilla corr 1 x 12m Recta","16","732.36302","753.64049","129","42","49","5","0","0","DEA710","0","yes","0","","30/03/19","03/11/23","","-2491.73","-32","0","1132.72147","0","0","0","yes","","","no","no","0","0","0","no","03/11/23","0","","13","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR34","Varilla corr 3/4 x 12m","16","423.69","449.76801","65","70","84","5","0","0","MRS53","0","yes","0","","01/06/12","16/08/23","","-17478.31","-948.8","0","628.4","1","0","0","yes","","","no","no","0","0","0","no","24/05/21","0","","22","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR34R","Varilla corr 3/4 x 12m Recta","16","413.46491","406.33904","372","0","0","5","0","0","DEA710","0","yes","0","","29/03/19","03/11/23","","-817.5","-47","0","639.49239","0","0","0","yes","","","no","no","0","0","0","no","03/11/23","0","","0","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"01VAR38","Varilla corr 3/8 x 12m","16","94.1906","95.91665","2206","280","2947","5","0","0","MRS53","0","yes","0","","01/06/12","31/10/23","","-106142.17","-50408.82","0","145.68146","1","0","0","yes","","","no","no","0","0","0","no","09/10/23","0","","350.07692","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
