"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncar","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","objimp","version"
"MRSZI0025","26/07/22","70.4","yes","60.69","0","0","0","16","0","0","3042177","ZINC0567","ZI067230","","0","no","109","0","41757","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","26/07/22","811","yes","699.14","0","0","0","16","0","0","3042180","ZINC0568","ZI067342","","0","no","307","0","41784","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","27/07/22","419.5","yes","361.64","0","0","0","16","0","0","3045372","ZINC0569","ZI067390","","0","no","13","0","38309","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","27/07/22","466.6","yes","402.24","0","0","0","16","0","0","3045375","ZINC0570","ZI067410","","0","no","307","0","38332","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","27/07/22","145.54","yes","125.47","0","0","0","16","0","0","3045410","ZINC0571","ZI067411","","0","no","306","0","38356","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"BAHF81","27/07/22","34.4","yes","29.66","0","0","0","16","0","0","3045413","ZINC0572","ZI067381","","0","no","307","0","38412","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOMM64","27/07/22","12.8","yes","11.03","0","0","0","16","0","0","3045416","ZINC0573","ZI067414","","0","no","118","0","38436","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CAZH93","28/07/22","38","yes","32.76","0","0","0","16","0","0","3050288","ZINC0574","ZI067471","","0","no","118","0","43912","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","29/07/22","137.6","yes","118.62","0","0","0","16","0","0","3030324","ZINC0575","ZI067542","","0","no","118","0","43717","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","29/07/22","311.4","yes","268.45","0","0","0","16","0","0","3053822","ZINC0576","ZI067604","","0","no","126","0","43771","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI030","29/07/22","54","yes","46.55","0","0","0","16","0","0","3053921","ZINC0577","ZI067619","","0","no","152","0","43807","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS644","29/07/22","62.2","yes","53.62","0","0","0","16","0","0","3053928","ZINC0578","ZI067526","","0","no","118","0","43860","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","29/07/22","28.72","yes","24.76","0","0","0","16","0","0","3053931","ZINC0579","ZI067552","","0","no","306","0","43890","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EAMF78","29/07/22","87.96","yes","75.83","0","0","0","16","0","0","3053934","ZINC0580","ZI067548","","0","no","306","0","43921","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EAMF78","30/07/22","109.5","yes","94.4","0","0","0","16","0","0","3056131","ZINC0581","ZI067641","","0","no","118","0","30710","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"FORS75","30/07/22","68.95","yes","59.44","0","0","0","16","0","0","3055813","ZINC0582","ZI067643","","0","no","306","0","30730","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/07/22","220","yes","189.66","0","0","0","16","0","0","3055816","ZINC0583","ZI067662","","0","no","07","0","30753","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/07/22","33","yes","28.45","0","0","0","16","0","0","3055843","ZINC0584","ZI067672","","0","no","118","0","30788","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EAMF78","30/07/22","28.8","yes","24.83","0","0","0","16","0","0","3055850","ZINC0585","ZI067682","","0","no","307","0","30810","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI00174","30/07/22","36.8","yes","31.72","0","0","0","16","0","0","3056180","ZINC0586","ZI067683","","0","no","118","0","30871","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEPJ79","30/07/22","10.4","yes","8.97","0","0","0","16","0","0","3056183","ZINC0587","ZI067700","","0","no","118","0","30902","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VILJ75","30/07/22","12.8","yes","11.03","0","0","0","16","0","0","3056290","ZINC0588","ZI067686","","0","no","118","0","30975","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOGD94","30/07/22","400","yes","344.83","0","0","0","16","0","0","3056323","ZINC0589","ZI067684","","0","no","109","0","31031","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOMM64","30/07/22","11.6","yes","10","0","0","0","16","0","0","3058177","ZINC0590","ZI067420","","0","no","118","0","46634","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EAMF78","30/07/22","22.99","yes","19.82","0","0","0","16","0","0","3058785","ZINC0591","ZI067729","","0","no","306","0","49634","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/07/22","150","yes","129.31","0","0","0","16","0","0","3058788","ZINC0592","ZI067637","","0","no","07","0","49667","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/07/22","15.84","yes","13.66","0","0","0","16","0","0","3058791","ZINC0593","ZI067716","","0","no","306","0","49691","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/07/22","204.66","yes","176.43","0","0","0","16","0","0","3058794","ZINC0594","ZI067792","","0","no","306","0","49715","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OEVG70","30/07/22","280","yes","241.38","0","0","0","16","0","0","3058536","ZINC0595","ZI067349","","0","no","51","0","50286","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","01/08/22","27.6","yes","23.79","0","0","0","16","0","0","3062722","ZINC0596","ZI067783","","0","no","307","0","66030","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VICL78","01/08/22","10.14","yes","8.74","0","0","0","16","0","0","3062731","ZINC0597","ZI067809","","0","no","306","0","66055","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","01/08/22","92.4","yes","79.66","0","0","0","16","0","0","3062692","ZINC0598","ZI067784","","0","no","13","0","66147","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"AIHS900","01/08/22","1577.6","yes","1360","0","0","0","16","0","0","3062695","ZINC0599","ZI067785","","0","no","13","0","66197","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CERE89","02/08/22","23.18","yes","19.98","0","0","0","16","0","0","3066380","ZINC0600","ZI067880","","0","no","118","0","65462","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","02/08/22","117.1","yes","100.95","0","0","0","16","0","0","3066338","ZINC0601","ZI067897","","0","no","306","0","65481","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"TOHS83","02/08/22","841.23","yes","725.2","0","0","0","16","0","0","3066341","ZINC0602","ZI067858","","0","no","306","0","65503","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/08/22","65.36","yes","56.34","0","0","0","16","0","0","3066306","ZINC0603","ZI067855","","0","no","07","0","65528","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOMM64","02/08/22","13.44","yes","11.59","0","0","0","16","0","0","3066309","ZINC0604","ZI067887","","0","no","118","0","65548","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/08/22","69.6","yes","60","0","0","0","16","0","0","3066277","ZINC0605","ZI067891","","0","no","118","0","65573","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"TTS901","05/08/22","135.01","yes","116.39","0","0","0","16","0","0","3073800","ZINC0606","ZI067796","","0","no","118","0","45224","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EAMF78","05/08/22","253.38","yes","218.43","0","0","0","16","0","0","3075216","ZINC0607","ZI067919","","0","no","07","0","48078","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","05/08/22","19.8","yes","17.07","0","0","0","16","0","0","3075223","ZINC0608","ZI067926","","0","no","13","0","48113","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOGD94","05/08/22","550.8","yes","474.83","0","0","0","16","0","0","3073318","ZINC0609","ZI067950","","0","no","109","0","48135","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GOLD01","05/08/22","240","yes","206.9","0","0","0","16","0","0","3073321","ZINC0610","ZI067517","","0","no","152","0","48183","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI00148","06/08/22","38.3","yes","33.02","0","0","0","16","0","0","3076653","ZINC0611","ZI068043","","0","no","118","0","31080","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI00148","06/08/22","8","yes","6.9","0","0","0","16","0","0","3076555","ZINC0612","ZI068041","","0","no","118","0","31602","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/08/22","60","yes","51.72","0","0","0","16","0","0","3076483","ZINC0613","ZI068036","","0","no","118","0","31633","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","06/08/22","164.7","yes","141.98","0","0","0","16","0","0","3076486","ZINC0614","ZI068031","","0","no","248","0","31665","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/08/22","314","yes","270.69","0","0","0","16","0","0","3076489","ZINC0615","ZI068122","","0","no","07","0","31691","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"AGC09","06/08/22","232.5","yes","200.43","0","0","0","16","0","0","3076579","ZINC0616","ZI068116","","0","no","307","0","31731","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","06/08/22","450","yes","0","450","0","0","0","0","0","3076582","ZINC0617","ZI068065","","0","no","248","0","31753","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","06/08/22","58.8","yes","50.69","0","0","0","16","0","0","3076705","ZINC0618","ZI068064","","0","no","126","0","32470","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/08/22","88.16","yes","76","0","0","0","16","0","0","3076708","ZINC0619","ZI068135","","0","no","07","0","32521","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/08/22","26.4","yes","22.76","0","0","0","16","0","0","3076711","ZINC0620","ZI068127","","0","no","118","0","32546","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
