"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","ocurre","numuser","observa","frem","pagada","nusercan","paga","enviado"
"RDM13","10/12/16","31079.87","yes","26793","0","0","0","16","0","0","192004","00000606","ZI004083","F","0","no","","0","49456","","","0","10","no","0","","no","no","0","",""
"RDM13EX","13/12/16","6994.8","yes","6030","0","0","0","16","0","0","190177","00000607","ZI003923","F","0","no","","0","41075","","","0","10","no","0","","no","no","0","",""
"RDM13","13/12/16","6994.8","yes","6030","0","0","0","16","0","0","190435","00000614","ZI003980","F","0","no","","0","56217","","","0","10","no","0","","no","no","0","",""
"RDM13EX","13/12/16","6994.8","yes","6030","0","0","0","16","0","0","190440","00000615","ZI003923","F","0","no","","0","56341","","","0","10","no","0","","no","no","0","",""
"RDM13EX","13/12/16","6994.8","yes","6030","0","0","0","16","0","0","190469","00000616","ZI003923","F","0","no","","0","59040","","","0","10","no","0","","no","no","0","",""
"SIGR76","14/12/16","19400","yes","16724.14","0","0","0","16","0","0","192399","00000617","ZI004179","F","0","no","","0","33881","","","0","10","no","0","","no","no","0","",""
"SIGR76","14/12/16","7000","yes","6034.48","0","0","0","16","0","0","192405","00000618","ZI004179","F","0","no","","0","33986","","","0","10","no","0","","no","no","0","",""
"SIGR76","14/12/16","18225","yes","15711.21","0","0","0","16","0","0","192409","00000619","ZI004179","F","0","no","","0","34167","","","0","10","no","0","","no","no","0","",""
"SIGR76","14/12/16","2900","yes","2500","0","0","0","16","0","0","192427","00000620","ZI004179","F","0","no","","0","34461","","","0","10","no","0","","no","no","0","",""
"RDM13","14/12/16","1248","yes","1075.86","0","0","0","16","0","0","192468","00000621","ZI004206","F","0","no","","0","36155","","","0","10","no","0","","no","no","0","",""
"RDM13","14/12/16","13300","yes","11465.52","0","0","0","16","0","0","193129","00000622","ZI003362","F","0","no","","0","53218","","","0","10","no","0","","no","no","0","",""
"RDM13","14/12/16","10200","yes","8793.1","0","0","0","16","0","0","193133","00000623","ZI003363","F","0","no","","0","53360","","","0","10","no","0","","no","no","0","",""
"RDM13EX","14/12/16","72.02","yes","62.08","0","0","0","16","0","0","193142","00000624","ZI003383","F","0","no","","0","53670","","","0","10","no","0","","no","no","0","",""
"RDM13EX","14/12/16","302.45","yes","260.73","0","0","0","16","0","0","193146","00000625","ZI003479","F","0","no","","0","53881","","","0","10","no","0","","no","no","0","",""
"RDM13EX","14/12/16","756.13","yes","651.84","0","0","0","16","0","0","193150","00000626","ZI003593","F","0","no","","0","54074","","","0","10","no","0","","no","no","0","",""
"RDM13EX","14/12/16","756.13","yes","651.84","0","0","0","16","0","0","193154","00000627","ZI003613","F","0","no","","0","54187","","","0","10","no","0","","no","no","0","",""
"RDM13EX","14/12/16","756.13","yes","651.84","0","0","0","16","0","0","193158","00000628","ZI003617","F","0","no","","0","54302","","","0","10","no","0","","no","no","0","",""
"RDM13EX","14/12/16","6994.8","yes","6030","0","0","0","16","0","0","193168","00000629","ZI003923","F","0","no","","0","55531","","","0","10","no","0","","no","no","0","",""
"SIGR76","15/12/16","10125","yes","8728.45","0","0","0","16","0","0","193935","00000630","ZI004179","F","0","no","","0","49288","","","0","10","no","0","","no","no","0","",""
"SIGR76","15/12/16","1160","yes","1000","0","0","0","16","0","0","194146","00000631","ZI004179","F","0","no","","0","49720","","","0","10","no","0","","no","no","0","",""
"RDM13EX","15/12/16","22134","yes","19081.03","0","0","0","16","0","0","194282","00000632","ZI003609","F","0","no","","0","52851","","","0","10","no","0","","no","no","0","",""
"RDM13EX","15/12/16","17822","yes","15363.79","0","0","0","16","0","0","194288","00000633","ZI003608","F","0","no","","0","52979","","","0","10","no","0","","no","no","0","",""
"MAPM62","16/12/16","660","yes","568.97","0","0","0","16","0","0","54630","00000634","ZI003713","F","0","no","","0","32702","","","0","10","no","0","","no","no","0","",""
"SIGR76","16/12/16","27000","yes","23275.86","0","0","0","16","0","0","54634","00000635","ZI004179","F","0","no","","0","32818","","","0","10","no","0","","no","no","0","",""
"MAPM62","16/12/16","330","yes","284.48","0","0","0","16","0","0","194628","00000636","ZI003713","F","0","no","","0","36695","","","0","10","no","0","","no","no","0","",""
"RDM13EX","16/12/16","6994.8","yes","6030","0","0","0","16","0","0","162590","00000637","ZI003923","F","0","no","","0","42861","","","0","10","no","0","","no","no","0","",""
"PED02","16/12/16","4050","yes","3491.38","0","0","0","16","0","0","195042","00000638","ZI003831","F","0","no","","0","54335","","","0","10","no","0","","no","no","0","",""
"PED02","16/12/16","1770","yes","1525.86","0","0","0","16","0","0","195104","00000639","ZI003831","F","0","no","","0","58431","","","0","10","no","0","","no","no","0","",""
"RDM13EX","17/12/16","6994.8","no","6030","0","0","0","16","0","0","195195","00000640","ZI003923","F","0","no","","0","30013","","","0","10","no","0","","no","no","0","",""
"RDM13EX","17/12/16","6994.8","no","6030","0","0","0","16","0","0","195199","00000641","ZI003923","F","0","no","","0","30093","","","0","10","no","0","","no","no","0","",""
"RDM13EX","17/12/16","6994.8","yes","6030","0","0","0","16","0","0","195217","00000642","ZI003923","F","0","no","","0","30501","","","0","10","no","0","","no","no","0","",""
"RDM13","17/12/16","2603.04","yes","2244","0","0","0","16","0","0","195237","00000643","ZI004253","F","0","no","","0","31140","","","0","10","no","0","","no","no","0","",""
"RDM13","17/12/16","1561.82","yes","1346.39","0","0","0","16","0","0","195243","00000644","ZI004252","F","0","no","","0","31395","","","0","10","no","0","","no","no","0","",""
"RDM13","17/12/16","1127.98","yes","972.39","0","0","0","16","0","0","195265","00000645","ZI004251","F","0","no","","0","31606","","","0","10","no","0","","no","no","0","",""
"MAPM62","17/12/16","7170","yes","6181.03","0","0","0","16","0","0","195271","00000646","ZI003713","F","0","no","","0","31759","","","0","10","no","0","","no","no","0","",""
"RDM13","17/12/16","628.49","yes","541.8","0","0","0","16","0","0","195275","00000647","ZI004138","F","0","no","","0","32028","","","0","10","no","0","","no","no","0","",""
"RDM13","17/12/16","453.91","yes","391.3","0","0","0","16","0","0","195283","00000648","ZI004139","F","0","no","","0","32245","","","0","10","no","0","","no","no","0","",""
"RDM13","17/12/16","1047.48","yes","903","0","0","0","16","0","0","195328","00000649","ZI004290","F","0","no","","0","32447","","","0","10","no","0","","no","no","0","",""
"RDM13EX","19/12/16","132.58","yes","114.29","0","0","0","16","0","0","195826","00000650","ZI003491","F","0","no","","0","30538","","","0","10","no","0","","no","no","0","",""
"RDM13EX","19/12/16","17487","yes","15075","0","0","0","16","0","0","195854","00000651","ZI003923","F","0","no","","0","31241","","","0","10","no","0","","no","no","0","",""
"SIGR76","19/12/16","4200","yes","3620.69","0","0","0","16","0","0","195988","00000652","ZI004179","F","0","no","","0","38548","","","0","10","no","0","","no","no","0","",""
"SIGR76","19/12/16","2800","yes","2413.79","0","0","0","16","0","0","196040","00000653","ZI004179","F","0","no","","0","42660","","","0","10","no","0","","no","no","0","",""
"RDM13","19/12/16","3119.99","yes","2689.65","0","0","0","16","0","0","196044","00000654","ZI004142","F","0","no","","0","44472","","","0","10","no","0","","no","no","0","",""
"RDM13EX","19/12/16","51350","yes","44267.24","0","0","0","16","0","0","196130","00000655","ZI003611","F","0","no","","0","45566","","","0","10","no","0","","no","no","0","",""
"RDM13","19/12/16","30239.88","yes","26068.86","0","0","0","16","0","0","196205","00000656","ZI004083","F","0","no","","0","49039","","","0","10","no","0","","no","no","0","",""
"RDM13","19/12/16","2261","yes","1949.14","0","0","0","16","0","0","196271","00000657","ZI004201","F","0","no","","0","58919","","","0","10","no","0","","no","no","0","",""
"RDM13","19/12/16","3192","yes","2751.72","0","0","0","16","0","0","196275","00000658","ZI004200","F","0","no","","0","59178","","","0","10","no","0","","no","no","0","",""
"RDM13","19/12/16","4522","yes","3898.28","0","0","0","16","0","0","196279","00000659","ZI003362","F","0","no","","0","59404","","","0","10","no","0","","no","no","0","",""
"RDM13","19/12/16","3724","yes","3210.34","0","0","0","16","0","0","196283","00000660","ZI003359","F","0","no","","0","59534","","","0","10","no","0","","no","no","0","",""
"RDM13","19/12/16","13300","no","11465.52","0","0","0","16","0","0","196251","00000661","ZI002618","F","0","no","","0","59820","","","0","10","no","0","","no","no","0","",""
"RDM13EX","20/12/16","10492.2","yes","9045","0","0","0","16","0","0","196364","00000662","ZI003923","F","0","no","","0","30421","","","0","10","no","0","","no","no","0","",""
"SIGR76","20/12/16","10941","no","9431.9","0","0","0","16","0","0","196368","00000663","ZI004179","F","0","no","","0","30596","","","0","10","no","0","","no","no","0","",""
"SIGR76","20/12/16","8648","yes","7455.17","0","0","0","16","0","0","196385","00000664","ZI004179","F","0","no","","0","31821","","","0","10","no","0","","no","no","0","",""
"SIGR76","20/12/16","385","yes","331.9","0","0","0","16","0","0","196418","00000665","ZI004179","F","0","no","","0","34628","","","0","10","no","0","","no","no","0","",""
"PED02","20/12/16","2860","yes","2465.52","0","0","0","16","0","0","196436","00000666","ZI004210","F","0","no","","0","35900","","","0","10","no","0","","no","no","0","",""
"MAPM62","20/12/16","7170","yes","6181.03","0","0","0","16","0","0","196523","00000667","ZI003644","F","0","no","","0","37913","","","0","10","no","0","","no","no","0","",""
"RDM13","20/12/16","13989.6","yes","12060","0","0","0","16","0","0","196683","00000668","ZI004069","F","0","no","","0","55530","","","0","10","no","0","","no","no","0","",""
"SIGR76","21/12/16","8000","yes","6896.55","0","0","0","16","0","0","197221","00000669","ZI004179","F","0","no","","0","46909","","","0","10","no","0","","no","no","0","",""
"RDM13","21/12/16","6994.8","yes","6030","0","0","0","16","0","0","197225","00000670","ZI004069","F","0","no","","0","47285","","","0","10","no","0","","no","no","0","",""
"RDM13EX","21/12/16","3497.4","yes","3015","0","0","0","16","0","0","197379","00000671","ZI003923","F","0","no","","0","58589","","","0","10","no","0","","no","no","0","",""
"RDM13","21/12/16","6994.8","yes","6030","0","0","0","16","0","0","197393","00000672","ZI003980","F","0","no","","0","59004","","","0","10","no","0","","no","no","0","",""
"RDM13","22/12/16","3497.4","no","3015","0","0","0","16","0","0","197408","00000673","ZI003980","F","0","no","","0","31048","","","0","10","no","0","","no","no","0","",""
"MAPM62","22/12/16","660","yes","568.97","0","0","0","16","0","0","197442","00000674","ZI003713","F","0","no","","0","34026","","","0","10","no","0","","no","no","0","",""
"SIGR76","22/12/16","1945","yes","1676.72","0","0","0","16","0","0","197468","00000675","ZI004179","F","0","no","","0","37840","","","0","10","no","0","","no","no","0","",""
"RDM13EX","22/12/16","549.84","yes","474","0","0","0","16","0","0","194412","00000676","ZI004213","F","0","no","","0","39563","","","0","10","no","0","","no","no","0","",""
"RDM13","22/12/16","13989.6","yes","12060","0","0","0","16","0","0","197862","00000677","ZI003980","F","0","no","","0","55859","","","0","10","no","0","","no","no","0","",""
"RDM13","22/12/16","3497.4","yes","3015","0","0","0","16","0","0","197867","00000678","ZI004069","F","0","no","","0","56145","","","0","10","no","0","","no","no","0","",""
"SIGR76","23/12/16","1964.1","yes","1693.19","0","0","0","16","0","0","198323","00000679","ZI004179","F","0","no","","0","50965","","","0","10","no","0","","no","no","0","",""
"RDM13","23/12/16","13989.6","yes","12060","0","0","0","16","0","0","198349","00000680","ZI003980","F","0","no","","0","51998","","","0","10","no","0","","no","no","0","",""
"PED02","23/12/16","4609","yes","3973.28","0","0","0","16","0","0","198401","00000681","ZI004210","F","0","no","","0","52871","","","0","10","no","0","","no","no","0","",""
"PED02","23/12/16","2752","yes","2372.41","0","0","0","16","0","0","198419","00000682","ZI004210","F","0","no","","0","53314","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO8","26/12/16","10960","yes","9448.28","0","0","0","16","0","0","199430","00000683","ZI004369","F","0","no","","0","39628","","","0","10","no","0","","no","no","0","",""
"MAPM62","26/12/16","2390","yes","2060.34","0","0","0","16","0","0","199508","00000684","ZI003644","F","0","no","","0","44750","","","0","10","no","0","","no","no","0","",""
"RDM13","26/12/16","17487","yes","15075","0","0","0","16","0","0","199812","00000685","ZI003980","F","0","no","","0","59886","","","0","10","no","0","","no","no","0","",""
"SIGR76","27/12/16","3200","yes","2758.62","0","0","0","16","0","0","199831","00000686","ZI004179","F","0","no","","0","31879","","","0","10","no","0","","no","no","0","",""
"RDM13","27/12/16","6994.8","yes","6030","0","0","0","16","0","0","200056","00000687","ZI003981","F","0","no","","0","49673","","","0","10","no","0","","no","no","0","",""
"SIGR76","27/12/16","164.7","yes","141.98","0","0","0","16","0","0","200175","00000688","ZI004179","F","0","no","","0","54056","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","27/12/16","19710","no","16991.38","0","0","0","16","0","0","200385","00000689","ZI004453","F","0","no","","0","62187","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","4745.1","yes","4090.6","0","0","0","16","0","0","200403","00000690","ZI004218","F","0","no","","0","31102","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","1771.22","yes","1526.91","0","0","0","16","0","0","200420","00000691","ZI004222","F","0","no","","0","32675","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","26675.99","yes","22996.54","0","0","0","16","0","0","200445","00000692","ZI004220","F","0","no","","0","34204","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","10917.92","yes","9412","0","0","0","16","0","0","200459","00000693","ZI004219","F","0","no","","0","34974","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","4502.77","yes","3881.7","0","0","0","16","0","0","200470","00000694","ZI004215","F","0","no","","0","35566","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","68759.77","yes","59275.66","0","0","0","16","0","0","200551","00000695","ZI004212","F","0","no","","0","36430","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","6550.75","yes","5647.2","0","0","0","16","0","0","200609","00000696","ZI004217","F","0","no","","0","37134","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","2701.66","yes","2329.02","0","0","0","16","0","0","200614","00000697","ZI004347","F","0","no","","0","37921","","","0","10","no","0","","no","no","0","",""
"RDM13","28/12/16","39335.92","yes","33910.27","0","0","0","16","0","0","200645","00000698","ZI004137","F","0","no","","0","38492","","","0","10","no","0","","no","no","0","",""
